sensor_feature,survey_item,correlation,p_value,p_adjusted,effect_size,n_samples,ci_lower,ci_upper,method,interpretation,significant,meaningful
phone_screen_time_1d_mean,Q1_score,-0.0573,0.7053694538751447,NaN,0.0573,46,-0.3419,0.237,spearman,negligible,false,0.0
phone_screen_time_1d_mean,Q2_score,-0.0259,0.8642476504752931,NaN,0.0259,46,-0.3139,0.2664,spearman,negligible,false,0.0
phone_screen_time_1d_mean,Q3_score,-0.0158,0.9169035878889836,NaN,0.0158,46,-0.3047,0.2757,spearman,negligible,false,0.0
phone_screen_time_1d_mean,Q4_score,-0.0615,0.6846859130357975,NaN,0.0615,46,-0.3456,0.2329,spearman,negligible,false,0.0
phone_screen_time_1d_mean,Q5_score,-0.0337,0.8240490536188377,NaN,0.0337,46,-0.3209,0.2591,spearman,negligible,false,0.0
phone_screen_time_1d_mean,Q6_score,-0.2297,0.1247076946411796,NaN,0.2297,46,-0.4875,0.065,spearman,small,false,0.0
phone_screen_time_1d_mean,Q7_score,-0.2156,0.1501742784748146,NaN,0.2156,46,-0.4761,0.0797,spearman,small,false,0.0
phone_screen_time_1d_mean,Q8_score,-0.3252,0.027449244057688907,NaN,0.3252,46,-0.5624,-0.0385,spearman,medium,false,1.0
phone_screen_time_1d_mean,Q9_score,-0.1434,0.3418422909072888,NaN,0.1434,46,-0.4163,0.1533,spearman,small,false,0.0
phone_screen_time_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_min,total_score,-0.1478,0.32681899231958855,NaN,0.1478,46,-0.4201,0.1488,spearman,small,false,0.0
phone_screen_time_1d_min,Q1_score,-0.0573,0.7053694538751447,NaN,0.0573,46,-0.3419,0.237,spearman,negligible,false,0.0
phone_screen_time_1d_min,Q2_score,-0.0259,0.8642476504752931,NaN,0.0259,46,-0.3139,0.2664,spearman,negligible,false,0.0
phone_screen_time_1d_min,Q3_score,-0.0158,0.9169035878889836,NaN,0.0158,46,-0.3047,0.2757,spearman,negligible,false,0.0
phone_screen_time_1d_min,Q4_score,-0.0615,0.6846859130357975,NaN,0.0615,46,-0.3456,0.2329,spearman,negligible,false,0.0
phone_screen_time_1d_min,Q5_score,-0.0337,0.8240490536188377,NaN,0.0337,46,-0.3209,0.2591,spearman,negligible,false,0.0
phone_screen_time_1d_min,Q6_score,-0.2297,0.1247076946411796,NaN,0.2297,46,-0.4875,0.065,spearman,small,false,0.0
phone_screen_time_1d_min,Q7_score,-0.2156,0.1501742784748146,NaN,0.2156,46,-0.4761,0.0797,spearman,small,false,0.0
phone_screen_time_1d_min,Q8_score,-0.3252,0.027449244057688907,NaN,0.3252,46,-0.5624,-0.0385,spearman,medium,false,1.0
phone_screen_time_1d_min,Q9_score,-0.1434,0.3418422909072888,NaN,0.1434,46,-0.4163,0.1533,spearman,small,false,0.0
phone_screen_time_1d_max,total_score,-0.1478,0.32681899231958855,NaN,0.1478,46,-0.4201,0.1488,spearman,small,false,0.0
phone_screen_time_1d_max,Q1_score,-0.0573,0.7053694538751447,NaN,0.0573,46,-0.3419,0.237,spearman,negligible,false,0.0
phone_screen_time_1d_max,Q2_score,-0.0259,0.8642476504752931,NaN,0.0259,46,-0.3139,0.2664,spearman,negligible,false,0.0
phone_screen_time_1d_max,Q3_score,-0.0158,0.9169035878889836,NaN,0.0158,46,-0.3047,0.2757,spearman,negligible,false,0.0
phone_screen_time_1d_max,Q4_score,-0.0615,0.6846859130357975,NaN,0.0615,46,-0.3456,0.2329,spearman,negligible,false,0.0
phone_screen_time_1d_max,Q5_score,-0.0337,0.8240490536188377,NaN,0.0337,46,-0.3209,0.2591,spearman,negligible,false,0.0
phone_screen_time_1d_max,Q6_score,-0.2297,0.1247076946411796,NaN,0.2297,46,-0.4875,0.065,spearman,small,false,0.0
phone_screen_time_1d_max,Q7_score,-0.2156,0.1501742784748146,NaN,0.2156,46,-0.4761,0.0797,spearman,small,false,0.0
phone_screen_time_1d_max,Q8_score,-0.3252,0.027449244057688907,NaN,0.3252,46,-0.5624,-0.0385,spearman,medium,false,1.0
phone_screen_time_1d_max,Q9_score,-0.1434,0.3418422909072888,NaN,0.1434,46,-0.4163,0.1533,spearman,small,false,0.0
phone_screen_time_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_screen_time_1d_trend,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_mean,total_score,0.0212,0.8886882119815421,NaN,0.0212,46,-0.2707,0.3096,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q1_score,-0.0751,0.6199563082575367,NaN,0.0751,46,-0.3576,0.22,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q2_score,-0.0388,0.7980896633724383,NaN,0.0388,46,-0.3254,0.2544,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q3_score,0.0471,0.756168482486972,NaN,0.0471,46,-0.2466,0.3328,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q4_score,-0.0473,0.754827801568516,NaN,0.0473,46,-0.333,0.2464,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q5_score,0.0723,0.6331372958515814,NaN,0.0723,46,-0.2227,0.3551,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q6_score,-0.0711,0.6385995265848665,NaN,0.0711,46,-0.3541,0.2238,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q7_score,0.075,0.6205449084238053,NaN,0.075,46,-0.2201,0.3575,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q8_score,0.0141,0.925975005825287,NaN,0.0141,46,-0.2773,0.3031,spearman,negligible,false,0.0
phone_session_duration_mean_1d_mean,Q9_score,-0.0823,0.5866826462855691,NaN,0.0823,46,-0.3639,0.2131,spearman,negligible,false,0.0
phone_session_duration_mean_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_min,total_score,0.0212,0.8886882119815421,NaN,0.0212,46,-0.2707,0.3096,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q1_score,-0.0751,0.6199563082575367,NaN,0.0751,46,-0.3576,0.22,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q2_score,-0.0388,0.7980896633724383,NaN,0.0388,46,-0.3254,0.2544,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q3_score,0.0471,0.756168482486972,NaN,0.0471,46,-0.2466,0.3328,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q4_score,-0.0473,0.754827801568516,NaN,0.0473,46,-0.333,0.2464,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q5_score,0.0723,0.6331372958515814,NaN,0.0723,46,-0.2227,0.3551,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q6_score,-0.0711,0.6385995265848665,NaN,0.0711,46,-0.3541,0.2238,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q7_score,0.075,0.6205449084238053,NaN,0.075,46,-0.2201,0.3575,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q8_score,0.0141,0.925975005825287,NaN,0.0141,46,-0.2773,0.3031,spearman,negligible,false,0.0
phone_session_duration_mean_1d_min,Q9_score,-0.0823,0.5866826462855691,NaN,0.0823,46,-0.3639,0.2131,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,total_score,0.0212,0.8886882119815421,NaN,0.0212,46,-0.2707,0.3096,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q1_score,-0.0751,0.6199563082575367,NaN,0.0751,46,-0.3576,0.22,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q2_score,-0.0388,0.7980896633724383,NaN,0.0388,46,-0.3254,0.2544,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q3_score,0.0471,0.756168482486972,NaN,0.0471,46,-0.2466,0.3328,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q4_score,-0.0473,0.754827801568516,NaN,0.0473,46,-0.333,0.2464,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q5_score,0.0723,0.6331372958515814,NaN,0.0723,46,-0.2227,0.3551,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q6_score,-0.0711,0.6385995265848665,NaN,0.0711,46,-0.3541,0.2238,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q7_score,0.075,0.6205449084238053,NaN,0.075,46,-0.2201,0.3575,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q8_score,0.0141,0.925975005825287,NaN,0.0141,46,-0.2773,0.3031,spearman,negligible,false,0.0
phone_session_duration_mean_1d_max,Q9_score,-0.0823,0.5866826462855691,NaN,0.0823,46,-0.3639,0.2131,spearman,negligible,false,0.0
phone_session_duration_mean_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_mean_1d_trend,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_mean,total_score,-0.1481,0.3259985687839273,NaN,0.1481,46,-0.4203,0.1486,spearman,small,false,0.0
phone_session_duration_std_1d_mean,Q1_score,-0.0398,0.7928058760498963,NaN,0.0398,46,-0.3263,0.2534,spearman,negligible,false,0.0
phone_session_duration_std_1d_mean,Q2_score,-0.0161,0.9153210199543198,NaN,0.0161,46,-0.305,0.2755,spearman,negligible,false,0.0
phone_session_duration_std_1d_mean,Q3_score,-0.0066,0.9652386559357885,NaN,0.0066,46,-0.2963,0.2842,spearman,negligible,false,0.0
phone_session_duration_std_1d_mean,Q4_score,-0.04,0.7920490720016937,NaN,0.04,46,-0.3265,0.2533,spearman,negligible,false,0.0
phone_session_duration_std_1d_mean,Q5_score,-0.0713,0.6379302424300075,NaN,0.0713,46,-0.3542,0.2237,spearman,negligible,false,0.0
phone_session_duration_std_1d_mean,Q6_score,-0.182,0.2261467202949121,NaN,0.182,46,-0.4486,0.1144,spearman,small,false,0.0
phone_session_duration_std_1d_mean,Q7_score,-0.1669,0.26759448765627986,NaN,0.1669,46,-0.4361,0.1297,spearman,small,false,0.0
phone_session_duration_std_1d_mean,Q8_score,-0.2505,0.09319491695723356,NaN,0.2505,46,-0.5041,0.043,spearman,small,false,0.0
phone_session_duration_std_1d_mean,Q9_score,-0.1181,0.43428996141713017,NaN,0.1181,46,-0.3949,0.1783,spearman,small,false,0.0
phone_session_duration_std_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_min,total_score,-0.1481,0.3259985687839273,NaN,0.1481,46,-0.4203,0.1486,spearman,small,false,0.0
phone_session_duration_std_1d_min,Q1_score,-0.0398,0.7928058760498963,NaN,0.0398,46,-0.3263,0.2534,spearman,negligible,false,0.0
phone_session_duration_std_1d_min,Q2_score,-0.0161,0.9153210199543198,NaN,0.0161,46,-0.305,0.2755,spearman,negligible,false,0.0
phone_session_duration_std_1d_min,Q3_score,-0.0066,0.9652386559357885,NaN,0.0066,46,-0.2963,0.2842,spearman,negligible,false,0.0
phone_session_duration_std_1d_min,Q4_score,-0.04,0.7920490720016937,NaN,0.04,46,-0.3265,0.2533,spearman,negligible,false,0.0
phone_session_duration_std_1d_min,Q5_score,-0.0713,0.6379302424300075,NaN,0.0713,46,-0.3542,0.2237,spearman,negligible,false,0.0
phone_session_duration_std_1d_min,Q6_score,-0.182,0.2261467202949121,NaN,0.182,46,-0.4486,0.1144,spearman,small,false,0.0
phone_session_duration_std_1d_min,Q7_score,-0.1669,0.26759448765627986,NaN,0.1669,46,-0.4361,0.1297,spearman,small,false,0.0
phone_session_duration_std_1d_min,Q8_score,-0.2505,0.09319491695723356,NaN,0.2505,46,-0.5041,0.043,spearman,small,false,0.0
phone_session_duration_std_1d_min,Q9_score,-0.1181,0.43428996141713017,NaN,0.1181,46,-0.3949,0.1783,spearman,small,false,0.0
phone_session_duration_std_1d_max,total_score,-0.1481,0.3259985687839273,NaN,0.1481,46,-0.4203,0.1486,spearman,small,false,0.0
phone_session_duration_std_1d_max,Q1_score,-0.0398,0.7928058760498963,NaN,0.0398,46,-0.3263,0.2534,spearman,negligible,false,0.0
phone_session_duration_std_1d_max,Q2_score,-0.0161,0.9153210199543198,NaN,0.0161,46,-0.305,0.2755,spearman,negligible,false,0.0
phone_session_duration_std_1d_max,Q3_score,-0.0066,0.9652386559357885,NaN,0.0066,46,-0.2963,0.2842,spearman,negligible,false,0.0
phone_session_duration_std_1d_max,Q4_score,-0.04,0.7920490720016937,NaN,0.04,46,-0.3265,0.2533,spearman,negligible,false,0.0
phone_session_duration_std_1d_max,Q5_score,-0.0713,0.6379302424300075,NaN,0.0713,46,-0.3542,0.2237,spearman,negligible,false,0.0
phone_session_duration_std_1d_max,Q6_score,-0.182,0.2261467202949121,NaN,0.182,46,-0.4486,0.1144,spearman,small,false,0.0
phone_session_duration_std_1d_max,Q7_score,-0.1669,0.26759448765627986,NaN,0.1669,46,-0.4361,0.1297,spearman,small,false,0.0
phone_session_duration_std_1d_max,Q8_score,-0.2505,0.09319491695723356,NaN,0.2505,46,-0.5041,0.043,spearman,small,false,0.0
phone_session_duration_std_1d_max,Q9_score,-0.1181,0.43428996141713017,NaN,0.1181,46,-0.3949,0.1783,spearman,small,false,0.0
phone_session_duration_std_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_session_duration_std_1d_trend,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_mean,total_score,-0.2629,0.07749208326757506,NaN,0.2629,46,-0.514,0.0296,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q1_score,-0.3658,0.012420791409963753,NaN,0.3658,46,-0.5931,-0.0845,spearman,medium,false,1.0
phone_night_usage_ratio_1d_mean,Q2_score,-0.2751,0.06428011981004507,NaN,0.2751,46,-0.5236,0.0165,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q3_score,-0.1965,0.19061492249415296,NaN,0.1965,46,-0.4605,0.0995,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q4_score,-0.1163,0.44164842568604834,NaN,0.1163,46,-0.3933,0.1801,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q5_score,-0.2174,0.14663535203274497,NaN,0.2174,46,-0.4776,0.0778,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q6_score,-0.1954,0.1930862808459743,NaN,0.1954,46,-0.4596,0.1006,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q7_score,-0.2942,0.04720212790386062,NaN,0.2942,46,-0.5385,-0.0042,spearman,small,false,0.0
phone_night_usage_ratio_1d_mean,Q8_score,-0.0684,0.6516575996157634,NaN,0.0684,46,-0.3517,0.2264,spearman,negligible,false,0.0
phone_night_usage_ratio_1d_mean,Q9_score,-0.0444,0.7694072744014238,NaN,0.0444,46,-0.3305,0.2491,spearman,negligible,false,0.0
phone_night_usage_ratio_1d_std,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q2_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q3_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q4_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q5_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q6_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q7_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q8_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_std,Q9_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_min,total_score,-0.2629,0.07749208326757506,NaN,0.2629,46,-0.514,0.0296,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q1_score,-0.3658,0.012420791409963753,NaN,0.3658,46,-0.5931,-0.0845,spearman,medium,false,1.0
phone_night_usage_ratio_1d_min,Q2_score,-0.2751,0.06428011981004507,NaN,0.2751,46,-0.5236,0.0165,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q3_score,-0.1965,0.19061492249415296,NaN,0.1965,46,-0.4605,0.0995,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q4_score,-0.1163,0.44164842568604834,NaN,0.1163,46,-0.3933,0.1801,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q5_score,-0.2174,0.14663535203274497,NaN,0.2174,46,-0.4776,0.0778,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q6_score,-0.1954,0.1930862808459743,NaN,0.1954,46,-0.4596,0.1006,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q7_score,-0.2942,0.04720212790386062,NaN,0.2942,46,-0.5385,-0.0042,spearman,small,false,0.0
phone_night_usage_ratio_1d_min,Q8_score,-0.0684,0.6516575996157634,NaN,0.0684,46,-0.3517,0.2264,spearman,negligible,false,0.0
phone_night_usage_ratio_1d_min,Q9_score,-0.0444,0.7694072744014238,NaN,0.0444,46,-0.3305,0.2491,spearman,negligible,false,0.0
phone_night_usage_ratio_1d_max,total_score,-0.2629,0.07749208326757506,NaN,0.2629,46,-0.514,0.0296,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q1_score,-0.3658,0.012420791409963753,NaN,0.3658,46,-0.5931,-0.0845,spearman,medium,false,1.0
phone_night_usage_ratio_1d_max,Q2_score,-0.2751,0.06428011981004507,NaN,0.2751,46,-0.5236,0.0165,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q3_score,-0.1965,0.19061492249415296,NaN,0.1965,46,-0.4605,0.0995,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q4_score,-0.1163,0.44164842568604834,NaN,0.1163,46,-0.3933,0.1801,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q5_score,-0.2174,0.14663535203274497,NaN,0.2174,46,-0.4776,0.0778,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q6_score,-0.1954,0.1930862808459743,NaN,0.1954,46,-0.4596,0.1006,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q7_score,-0.2942,0.04720212790386062,NaN,0.2942,46,-0.5385,-0.0042,spearman,small,false,0.0
phone_night_usage_ratio_1d_max,Q8_score,-0.0684,0.6516575996157634,NaN,0.0684,46,-0.3517,0.2264,spearman,negligible,false,0.0
phone_night_usage_ratio_1d_max,Q9_score,-0.0444,0.7694072744014238,NaN,0.0444,46,-0.3305,0.2491,spearman,negligible,false,0.0
phone_night_usage_ratio_1d_trend,total_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
phone_night_usage_ratio_1d_trend,Q1_score,NaN,NaN,NaN,NaN,46,NaN,NaN,spearman,large,false,0.0
